ID,Gender,Age,Debt,Married,BankCustomer,Industry,Ethnicity,YearsEmployed,PriorDefault,Employed,CreditScore,DriversLicense,Citizen,ZipCode,Income,Approved
284,0,16.5,1.25,1,1,Materials,White,0.25,0,1,1,0,ByBirth,108,98,0
285,1,23.25,12.625,1,1,Energy,White,0.125,0,1,2,0,ByBirth,0,5552,0
286,1,17.58,10.0,1,1,Industrials,Black,0.165,0,1,1,0,ByBirth,120,1,0
287,0,28.46,1.5,1,1,Healthcare,Latino,0.0,0,1,2,1,ByBirth,200,105,0
288,1,29.5,0.58,1,1,Industrials,White,0.29,0,1,1,0,ByBirth,340,2803,0
289,1,18.83,0.415,0,0,Energy,White,0.165,0,1,1,0,ByBirth,200,1,0
290,0,21.75,1.75,0,0,Research,Other,0.0,0,0,0,0,ByBirth,160,0,0
291,1,23.0,0.75,1,1,CommunicationServices,White,0.5,0,0,0,1,ByOtherMeans,320,0,0
292,0,18.25,10.0,1,1,Industrials,White,1.0,0,1,1,0,ByBirth,120,1,0
293,1,25.42,0.54,1,1,Industrials,White,0.165,0,1,1,0,ByBirth,272,444,0
294,1,35.75,2.415,1,1,Industrials,White,0.125,0,1,2,0,ByBirth,220,1,0
295,0,16.08,0.335,1,1,Healthcare,Latino,0.0,0,1,1,0,ByBirth,160,126,0
296,0,31.92,3.125,1,1,Healthcare,Latino,3.04,0,1,2,1,ByBirth,200,4,0
297,1,69.17,9.0,1,1,Healthcare,Latino,4.0,0,1,1,0,ByBirth,70,6,0
298,1,32.92,2.5,1,1,ConsumerStaples,White,1.75,0,1,2,1,ByBirth,720,0,0
299,1,16.33,2.75,1,1,ConsumerStaples,White,0.665,0,1,1,0,ByBirth,80,21,0
300,1,22.17,12.125,1,1,Energy,White,3.335,0,1,2,1,ByBirth,180,173,0
301,0,57.58,2.0,1,1,Healthcare,Latino,6.5,0,1,1,0,ByBirth,0,10,0
302,1,18.25,0.165,1,1,Real Estate,White,0.25,0,0,0,1,ByOtherMeans,280,0,0
303,1,23.42,1.0,1,1,Energy,White,0.5,0,0,0,1,ByOtherMeans,280,0,0
304,0,15.92,2.875,1,1,Materials,White,0.085,0,0,0,0,ByBirth,120,0,0
305,0,24.75,13.665,1,1,Materials,Black,1.5,0,0,0,0,ByBirth,280,1,0
306,1,48.75,26.335,0,0,Healthcare,Latino,0.0,1,0,0,1,ByBirth,0,0,0
307,1,23.5,2.75,1,1,Healthcare,Latino,4.5,0,0,0,0,ByBirth,160,25,0
308,1,18.58,10.29,1,1,Healthcare,Latino,0.415,0,0,0,0,ByBirth,80,0,0
309,1,27.75,1.29,1,1,Financials,Black,0.25,0,0,0,1,ByOtherMeans,140,0,0
310,0,31.75,3.0,0,0,Research,Other,0.0,0,0,0,0,ByBirth,160,20,0
311,0,24.83,4.5,1,1,Industrials,White,1.0,0,0,0,1,ByBirth,360,6,0
312,1,19.0,1.75,0,0,Energy,White,2.335,0,0,0,1,ByBirth,112,6,0
313,0,16.33,0.21,1,1,ConsumerStaples,White,0.125,0,0,0,0,ByBirth,200,1,0
314,0,18.58,10.0,1,1,Real Estate,White,0.415,0,0,0,0,ByBirth,80,42,0
315,1,16.25,0.0,0,0,ConsumerStaples,White,0.25,0,0,0,0,ByBirth,60,0,0
316,1,23.0,0.75,1,1,CommunicationServices,White,0.5,1,0,0,1,ByOtherMeans,320,0,0
317,1,21.17,0.25,0,0,Energy,Black,0.25,0,0,0,0,ByBirth,280,204,0
318,1,17.5,22.0,0,1,Healthcare,Other,0.0,0,0,0,1,Temporary,450,100000,1
319,1,19.17,0.0,0,0,CommunicationServices,Asian,0.0,0,0,0,1,ByOtherMeans,500,1,1
320,1,36.75,0.125,0,0,Energy,White,1.5,0,0,0,1,ByBirth,232,113,1
321,1,21.25,1.5,1,1,Industrials,White,1.5,0,0,0,0,ByBirth,150,8,1
322,0,18.08,0.375,0,1,InformationTechnology,Latino,10.0,0,0,0,1,ByOtherMeans,300,0,1
323,0,33.67,0.375,1,1,InformationTechnology,White,0.375,0,0,0,0,ByBirth,300,44,1
324,1,48.58,0.205,0,0,Financials,White,0.25,1,1,11,0,ByBirth,380,2732,1
325,1,33.67,1.25,1,1,Industrials,White,1.165,0,0,0,0,ByBirth,120,0,0
326,0,29.5,1.085,0,0,Utilities,White,1.0,0,0,0,0,ByBirth,280,13,0
327,1,30.17,1.085,0,0,Energy,White,0.04,0,0,0,0,ByBirth,170,179,0
328,1,40.83,3.5,1,1,ConsumerDiscretionary,Asian,0.5,0,0,0,0,ByOtherMeans,1160,0,0
329,1,34.83,2.5,0,0,Industrials,White,3.0,0,0,0,0,ByOtherMeans,200,0,0
330,1,28.46,4.0,0,0,ConsumerDiscretionary,White,0.085,0,0,0,1,ByBirth,411,0,0
331,1,20.42,0.0,1,1,Energy,White,0.0,0,0,0,0,Temporary,0,0,0
332,0,33.25,2.5,0,0,Energy,White,2.5,0,0,0,1,ByBirth,0,2,0
333,1,34.08,2.5,1,1,Energy,White,1.0,0,0,0,0,ByBirth,460,16,0
334,0,25.25,12.5,1,1,Real Estate,White,1.0,0,0,0,1,ByBirth,180,1062,0
335,1,34.75,2.5,1,1,InformationTechnology,Asian,0.5,0,0,0,0,ByBirth,348,0,0
336,1,27.67,0.75,1,1,Materials,Black,0.165,0,0,0,1,ByBirth,220,251,0
337,1,47.33,6.5,1,1,Energy,White,1.0,0,0,0,1,ByBirth,0,228,0
338,0,34.83,1.25,0,0,ConsumerDiscretionary,Black,0.5,0,0,0,1,ByBirth,160,0,0
339,0,33.25,3.0,0,0,ConsumerStaples,White,2.0,0,0,0,0,ByBirth,180,0,0
340,1,28.0,3.0,1,1,Industrials,White,0.75,0,0,0,1,ByBirth,300,67,0
341,0,39.08,4.0,1,1,Energy,White,3.0,0,0,0,0,ByBirth,480,0,0
342,1,42.75,4.085,1,1,ConsumerStaples,White,0.04,0,0,0,0,ByBirth,108,100,0
343,1,26.92,2.25,1,1,ConsumerDiscretionary,Asian,0.5,0,0,0,1,ByBirth,640,4000,0
344,1,33.75,2.75,1,1,ConsumerDiscretionary,Asian,0.0,0,0,0,0,ByBirth,180,0,0
345,1,38.92,1.75,1,1,Financials,White,0.5,0,0,0,1,ByBirth,300,2,0
346,1,62.75,7.0,1,1,Education,Other,0.0,0,0,0,0,ByBirth,0,12,0
347,1,32.25,1.5,1,1,Energy,White,0.25,0,0,0,1,ByBirth,372,122,0
348,1,26.75,4.5,0,0,Energy,Asian,2.5,0,0,0,0,ByBirth,200,1210,0
349,1,63.33,0.54,1,1,Energy,White,0.585,1,1,3,1,ByBirth,180,0,0
350,1,27.83,1.5,1,1,Industrials,White,2.25,0,1,1,1,ByBirth,100,3,0
351,0,26.17,2.0,1,1,Research,Other,0.0,0,0,0,1,ByBirth,276,1,0
352,1,22.17,0.585,0,0,Healthcare,Latino,0.0,0,0,0,0,ByBirth,100,0,0
353,1,22.5,11.5,0,0,CommunicationServices,White,1.5,0,0,0,1,ByBirth,0,4000,0
354,1,30.75,1.585,1,1,Real Estate,White,0.585,0,0,0,1,ByOtherMeans,0,0,0
355,1,36.67,2.0,1,1,ConsumerDiscretionary,White,0.25,0,0,0,1,ByBirth,221,0,0
356,0,16.0,0.165,1,1,ConsumerStaples,White,1.0,0,1,2,1,ByBirth,320,1,0
357,1,41.17,1.335,1,1,Real Estate,White,0.165,0,0,0,0,ByBirth,168,0,0
358,0,19.5,0.165,1,1,Materials,White,0.04,0,0,0,1,ByBirth,380,0,0
359,1,32.42,3.0,1,1,Real Estate,White,0.165,0,0,0,1,ByBirth,120,0,0
360,0,36.75,4.71,1,1,Healthcare,Latino,0.0,0,0,0,0,ByBirth,160,0,0
361,0,30.25,5.5,1,1,Financials,White,5.5,0,0,0,1,ByOtherMeans,100,0,0
362,1,23.08,2.5,1,1,Healthcare,Latino,0.085,0,0,0,1,ByBirth,100,4208,0
363,1,26.83,0.54,1,1,Financials,Latino,0.0,0,0,0,0,ByBirth,100,0,0
364,1,16.92,0.335,0,0,Financials,White,0.29,0,0,0,0,ByOtherMeans,200,0,0
365,1,24.42,2.0,1,1,Education,Other,0.165,0,1,2,0,ByBirth,320,1300,0
366,1,42.83,1.25,1,1,CommunicationServices,White,13.875,0,1,1,1,ByBirth,352,112,0
367,0,22.75,6.165,1,1,ConsumerStaples,White,0.165,0,0,0,0,ByBirth,220,1000,0
368,1,39.42,1.71,0,0,CommunicationServices,White,0.165,0,0,0,0,ByOtherMeans,400,0,0
369,0,23.58,11.5,0,0,Financials,Black,3.0,0,0,0,1,ByBirth,20,16,0
370,1,21.42,0.75,0,0,Transport,Other,0.75,0,0,0,1,ByBirth,132,2,0
371,1,33.0,2.5,0,0,Industrials,White,7.0,0,0,0,1,ByBirth,280,0,0
372,1,26.33,13.0,1,1,Education,Other,0.0,0,0,0,1,ByBirth,140,1110,0
373,0,45.0,4.585,1,1,Financials,Black,1.0,0,0,0,1,ByOtherMeans,240,0,0
374,1,26.25,1.54,1,1,Industrials,White,0.125,0,0,0,0,ByBirth,100,0,0
375,1,28.17,0.585,1,1,ConsumerStaples,White,0.04,0,0,0,0,ByBirth,260,1004,0
376,0,20.83,0.5,0,0,Education,Other,1.0,0,0,0,0,ByBirth,260,0,0
377,1,28.67,14.5,1,1,Real Estate,White,0.125,0,0,0,0,ByBirth,0,286,0
378,1,20.67,0.835,0,0,Energy,White,2.0,0,0,0,1,ByOtherMeans,240,0,0
379,1,34.42,1.335,1,1,ConsumerDiscretionary,Asian,0.125,0,0,0,1,ByBirth,440,4500,0
380,1,33.58,0.25,1,1,ConsumerDiscretionary,Asian,4.0,0,0,0,1,ByOtherMeans,420,0,0
381,1,43.17,5.0,1,1,ConsumerDiscretionary,Asian,2.25,0,0,0,1,ByBirth,141,0,0
382,0,22.67,7.0,1,1,Energy,White,0.165,0,0,0,0,ByBirth,160,0,0
383,0,24.33,2.5,0,0,ConsumerDiscretionary,Asian,4.5,0,0,0,0,ByBirth,200,456,0
384,0,56.83,4.25,0,0,Healthcare,Latino,5.0,0,0,0,1,ByBirth,0,4,0
385,1,22.08,11.46,1,1,Financials,White,1.585,0,0,0,1,ByBirth,100,1212,0
386,1,34.0,5.5,0,0,Energy,White,1.5,0,0,0,1,ByBirth,60,0,0
387,1,22.58,1.5,0,0,ConsumerStaples,White,0.54,0,0,0,1,ByBirth,120,67,0
388,1,21.17,0.0,1,1,Energy,White,0.5,0,0,0,1,ByOtherMeans,0,0,0
389,1,26.67,14.585,1,1,ConsumerDiscretionary,Asian,0.0,0,0,0,1,ByBirth,178,0,0
390,1,22.92,0.17,1,1,CommunicationServices,White,0.085,0,0,0,0,ByOtherMeans,0,0,0
391,1,15.17,7.0,1,1,Education,White,1.0,0,0,0,0,ByBirth,600,0,0
392,1,39.92,5.0,1,1,ConsumerDiscretionary,Asian,0.21,0,0,0,0,ByBirth,550,0,0
393,1,27.42,12.5,1,1,ConsumerStaples,Asian,0.25,0,0,0,1,ByBirth,720,0,0
394,1,24.75,0.54,1,1,CommunicationServices,White,1.0,0,0,0,1,ByBirth,120,1,0
395,1,41.17,1.25,0,0,Industrials,White,0.25,0,0,0,0,ByBirth,0,195,0
396,0,33.08,1.625,1,1,Real Estate,White,0.54,0,0,0,1,ByBirth,0,0,0
397,1,29.83,2.04,0,0,Utilities,Black,0.04,0,0,0,0,ByBirth,128,1,0
398,0,23.58,0.585,0,0,Healthcare,Latino,0.125,0,0,0,0,ByBirth,120,87,0
399,1,26.17,12.5,0,0,Financials,Black,1.25,0,0,0,1,ByBirth,0,17,0
400,1,31.0,2.085,1,1,Energy,White,0.085,0,0,0,0,ByBirth,300,0,0
401,1,20.75,5.085,0,0,Research,White,0.29,0,0,0,0,ByBirth,140,184,0
402,1,28.92,0.375,1,1,Energy,White,0.29,0,0,0,0,ByBirth,220,140,0
403,0,51.92,6.5,1,1,ConsumerDiscretionary,Asian,3.085,0,0,0,1,ByBirth,73,0,0
404,0,22.67,0.335,1,1,Materials,White,0.75,0,0,0,0,ByOtherMeans,160,0,0
405,1,34.0,5.085,0,0,ConsumerDiscretionary,Asian,1.085,0,0,0,1,ByBirth,480,0,0
406,0,69.5,6.0,1,1,Healthcare,Latino,0.0,0,0,0,0,ByOtherMeans,0,0,0
407,0,40.33,8.125,0,0,Financials,White,0.165,0,1,2,0,ByBirth,0,18,0
408,0,19.58,0.665,0,0,Energy,White,1.0,0,1,1,0,ByBirth,2000,2,0
409,1,16.0,3.125,1,1,Industrials,White,0.085,0,1,1,0,ByBirth,0,6,0
410,1,17.08,0.25,1,1,Materials,White,0.335,0,1,4,0,ByBirth,160,8,0
411,1,31.25,2.835,1,1,Healthcare,Latino,0.0,0,1,5,0,ByBirth,176,146,0
412,1,25.17,3.0,1,1,Energy,White,1.25,0,1,1,0,ByBirth,0,22,0
413,0,22.67,0.79,1,1,ConsumerDiscretionary,White,0.085,0,0,0,0,ByBirth,144,0,0
414,1,40.58,1.5,1,1,ConsumerDiscretionary,Asian,0.0,0,0,0,0,ByOtherMeans,300,0,0
415,1,22.25,0.46,1,1,Financials,White,0.125,0,0,0,1,ByBirth,280,55,0
416,0,22.25,1.25,0,0,Healthcare,Latino,3.25,0,0,0,0,ByBirth,280,0,0
417,1,22.5,0.125,0,0,Financials,White,0.125,0,0,0,0,ByBirth,200,70,0
418,1,23.58,1.79,1,1,Energy,White,0.54,0,0,0,1,ByBirth,136,1,0
419,1,38.42,0.705,1,1,Energy,White,0.375,0,1,2,0,ByBirth,225,500,0
420,0,26.58,2.54,0,0,Healthcare,Latino,0.0,0,0,0,1,ByBirth,180,60,0
421,1,35.0,2.5,1,1,ConsumerDiscretionary,White,1.0,0,0,0,1,ByBirth,210,0,0
422,1,20.42,1.085,1,1,Materials,White,1.5,0,0,0,0,ByBirth,108,7,0
423,1,29.42,1.25,1,1,Industrials,White,1.75,0,0,0,0,ByBirth,200,0,0
424,1,26.17,0.835,1,1,InformationTechnology,White,1.165,0,0,0,0,ByBirth,100,0,0
425,1,33.67,2.165,1,1,Energy,White,1.5,0,0,0,0,Temporary,120,0,0
426,1,24.58,1.25,1,1,Energy,White,0.25,0,0,0,0,ByBirth,110,0,0
427,0,27.67,2.04,1,1,Industrials,White,0.25,0,0,0,1,ByBirth,180,50,0
428,1,37.5,0.835,1,1,Education,White,0.04,0,0,0,0,ByBirth,120,5,0
429,1,49.17,2.29,1,1,Healthcare,Latino,0.29,0,0,0,0,ByBirth,200,3,0
430,1,33.58,0.335,0,0,InformationTechnology,White,0.085,0,0,0,0,ByBirth,180,0,0
431,1,51.83,3.0,0,0,Healthcare,Latino,1.5,0,0,0,0,ByBirth,180,4,0
432,1,22.92,3.165,0,0,Energy,White,0.165,0,0,0,0,ByBirth,160,1058,0
433,1,21.83,1.54,1,1,Financials,White,0.085,0,0,0,1,ByBirth,356,0,0
434,1,25.25,1.0,1,1,ConsumerStaples,White,0.5,0,0,0,0,ByBirth,200,0,0
435,1,58.58,2.71,1,1,Energy,White,2.415,0,0,0,1,ByBirth,320,0,0
436,1,19.0,0.0,0,0,Healthcare,Latino,0.0,0,1,4,0,ByBirth,45,1,0
437,1,19.58,0.585,1,1,Healthcare,Latino,0.0,0,1,3,0,ByBirth,350,769,0
438,0,53.33,0.165,1,1,Healthcare,Latino,0.0,0,0,0,1,ByOtherMeans,62,27,0
439,0,27.17,1.25,1,1,Healthcare,Latino,0.0,0,1,1,0,ByBirth,92,300,0
440,1,25.92,0.875,1,1,Financials,White,0.375,0,1,2,1,ByBirth,174,3,0
441,1,23.08,0.0,1,1,Financials,White,1.0,0,1,11,0,ByOtherMeans,0,0,0
442,1,39.58,5.0,1,1,Healthcare,Latino,0.0,0,1,2,0,ByBirth,17,1,0
443,1,30.58,2.71,0,0,CommunicationServices,White,0.125,0,0,0,1,ByOtherMeans,80,0,0
444,1,17.25,3.0,1,1,Financials,White,0.04,0,0,0,1,ByBirth,160,40,0
445,0,17.67,0.0,0,0,Research,Latino,0.0,0,0,0,0,ByBirth,86,0,0
446,0,28.46,11.25,1,1,Healthcare,Latino,0.0,0,0,0,0,ByBirth,0,5200,0
447,1,16.5,0.125,1,1,Energy,White,0.165,0,0,0,0,ByBirth,132,0,0
448,0,27.33,1.665,1,1,Healthcare,Latino,0.0,0,0,0,0,ByBirth,340,1,0
449,1,31.25,1.125,1,1,Healthcare,Latino,0.0,0,1,1,0,ByBirth,96,19,0
450,1,20.0,7.0,1,1,Energy,White,0.5,0,0,0,0,ByBirth,0,0,0
451,1,28.46,3.0,0,0,ConsumerDiscretionary,Asian,7.0,0,0,0,0,ByBirth,0,1,0
452,1,39.5,1.625,1,1,Energy,White,1.5,0,0,0,0,ByBirth,0,316,0
453,1,36.5,4.25,1,1,Materials,White,3.5,0,0,0,0,ByBirth,454,50,0
454,1,29.75,0.665,1,1,Industrials,White,0.25,0,0,0,1,ByBirth,300,0,0
455,1,52.42,1.5,1,1,Real Estate,White,3.75,0,0,0,1,ByBirth,0,350,0
456,1,36.17,18.125,1,1,Industrials,White,0.085,0,0,0,0,ByBirth,320,3552,0
457,1,34.58,0.0,1,1,Energy,White,0.0,0,0,0,0,Temporary,0,0,0
458,1,29.67,0.75,0,0,Energy,White,0.04,0,0,0,0,ByBirth,240,0,0
459,1,36.17,5.5,1,1,ConsumerDiscretionary,Asian,5.0,0,0,0,0,ByBirth,210,687,0
460,1,25.67,0.29,0,0,Energy,White,1.5,0,0,0,1,ByBirth,160,0,0
461,0,24.5,2.415,0,0,Energy,White,0.0,0,0,0,0,ByBirth,120,0,0
462,1,24.08,0.875,1,1,CommunicationServices,White,0.085,0,1,4,0,ByBirth,254,1950,0
463,1,21.92,0.5,1,1,Energy,White,0.125,0,0,0,0,ByBirth,360,0,0
464,0,36.58,0.29,1,1,Healthcare,Latino,0.0,0,1,10,0,ByBirth,200,18,0
465,0,23.0,1.835,1,1,Research,Other,0.0,0,1,1,0,ByBirth,200,53,0
466,0,27.58,3.0,1,1,CommunicationServices,White,2.79,0,1,1,1,ByBirth,280,10,0
467,1,31.08,3.085,1,1,Energy,White,2.5,0,1,2,1,ByBirth,160,41,0
468,0,30.42,1.375,1,1,Industrials,Black,0.04,0,1,3,0,ByBirth,0,33,0
469,1,22.08,2.335,1,1,Financials,White,0.75,0,0,0,0,ByBirth,180,0,0
470,1,16.33,4.085,1,1,ConsumerDiscretionary,Black,0.415,0,0,0,1,ByBirth,120,0,0
471,0,21.92,11.665,1,1,Financials,Black,0.085,0,0,0,0,ByBirth,320,5,0
472,1,21.08,4.125,0,0,ConsumerDiscretionary,Black,0.04,0,0,0,0,ByBirth,140,100,0
473,1,17.42,6.5,1,1,ConsumerDiscretionary,White,0.125,0,0,0,0,ByBirth,60,100,0
474,1,19.17,4.0,0,0,ConsumerDiscretionary,White,1.0,0,0,0,1,ByBirth,360,1000,0
475,1,20.67,0.415,1,1,Energy,White,0.125,0,0,0,0,ByBirth,0,44,0
476,1,26.75,2.0,1,1,Real Estate,White,0.75,0,0,0,1,ByBirth,80,0,0
477,1,23.58,0.835,1,1,ConsumerDiscretionary,Black,0.085,0,0,0,1,ByBirth,220,5,0
478,1,39.17,2.5,0,0,ConsumerDiscretionary,Black,10.0,0,0,0,1,ByOtherMeans,200,0,0
479,1,22.75,11.5,1,1,ConsumerDiscretionary,White,0.415,0,0,0,0,ByBirth,0,0,0
480,1,26.5,2.71,0,0,Energy,White,0.085,0,0,0,0,ByOtherMeans,80,0,0
481,0,16.92,0.5,1,1,ConsumerDiscretionary,White,0.165,0,1,6,1,ByBirth,240,35,0
482,1,23.5,3.165,0,0,Financials,White,0.415,0,1,1,1,ByBirth,280,80,0
483,0,17.33,9.5,1,1,ConsumerStaples,White,1.75,0,1,10,1,ByBirth,0,10,0
484,1,23.75,0.415,0,0,Energy,White,0.04,0,1,2,0,ByBirth,128,6,0
485,1,34.67,1.08,1,1,CommunicationServices,White,1.165,0,0,0,0,ByOtherMeans,28,0,0
486,1,74.83,19.0,0,0,Healthcare,Latino,0.04,0,1,2,0,ByBirth,0,351,0
487,1,28.17,0.125,0,0,Financials,White,0.085,0,0,0,0,ByBirth,216,2100,0
488,1,24.5,13.335,0,0,ConsumerStaples,White,0.04,0,0,0,1,ByBirth,120,475,0
489,1,18.83,3.54,0,0,Healthcare,Latino,0.0,0,0,0,1,ByBirth,180,1,0
490,1,45.33,1.0,1,1,Materials,White,0.125,0,0,0,1,ByBirth,263,0,0
491,0,47.25,0.75,1,1,Materials,Black,2.75,1,1,1,0,ByBirth,333,892,1
492,1,24.17,0.875,1,1,Materials,White,4.625,1,1,2,1,ByBirth,520,2000,1
493,1,39.25,9.5,1,1,CommunicationServices,White,6.5,1,1,14,0,ByBirth,240,4607,1
494,0,20.5,11.835,1,1,Energy,Black,6.0,1,0,0,0,ByBirth,340,0,1
495,0,18.83,4.415,0,0,Energy,Black,3.0,1,0,0,0,ByBirth,240,0,1
496,1,19.17,9.5,1,1,Industrials,White,1.5,1,0,0,0,ByBirth,120,2206,1
497,0,25.0,0.875,1,1,Utilities,Black,1.04,1,0,0,1,ByBirth,160,5860,1
498,1,20.17,9.25,1,1,Energy,White,1.665,1,1,3,1,ByBirth,40,28,1
499,1,25.75,0.5,1,1,Energy,White,1.46,1,1,5,1,ByBirth,312,0,1
500,1,20.42,7.0,1,1,Energy,White,1.625,1,1,3,0,ByBirth,200,1391,1
501,1,28.46,4.0,1,1,Utilities,White,5.0,1,1,3,1,ByBirth,290,2279,1
502,1,39.0,5.0,1,1,InformationTechnology,White,3.5,1,1,10,1,ByBirth,0,0,1
503,0,64.08,0.165,1,1,Healthcare,Latino,0.0,1,1,1,0,ByBirth,232,100,1
504,1,28.25,5.125,1,1,Utilities,White,4.75,1,1,2,0,ByBirth,420,7,1
505,0,28.75,3.75,1,1,Energy,White,1.085,1,1,1,1,ByBirth,371,0,1
506,1,31.33,19.5,1,1,Energy,White,7.0,1,1,16,0,ByBirth,0,5000,1
507,0,18.92,9.0,1,1,ConsumerStaples,White,0.75,1,1,2,0,ByBirth,88,591,1
508,0,24.75,3.0,1,1,Materials,Black,1.835,1,1,19,0,ByBirth,0,500,1
509,0,30.67,12.0,1,1,Energy,White,2.0,1,1,1,0,ByBirth,220,19,1
510,1,21.0,4.79,0,0,Industrials,White,2.25,1,1,1,1,ByBirth,80,300,1
511,1,13.75,4.0,0,0,Industrials,White,1.75,1,1,2,1,ByBirth,120,1000,1
512,0,46.0,4.0,1,1,Research,Other,0.0,1,0,0,0,ByBirth,100,960,1
513,0,44.33,0.0,1,1,Energy,White,2.5,1,0,0,0,ByBirth,0,0,1
514,1,20.25,9.96,1,1,Education,Other,0.0,1,0,0,0,ByBirth,0,0,1
515,1,22.67,2.54,0,0,Energy,Black,2.585,1,0,0,0,ByBirth,0,0,1
516,1,28.46,10.5,1,1,Utilities,White,6.5,1,0,0,0,ByBirth,0,0,1
517,0,60.92,5.0,1,1,ConsumerStaples,White,4.0,1,1,4,0,ByBirth,0,99,1
518,1,16.08,0.75,1,1,Energy,White,1.75,1,1,5,1,ByBirth,352,690,1
519,0,28.17,0.375,1,1,Materials,White,0.585,1,1,4,0,ByBirth,80,0,1
520,1,39.17,1.71,1,1,Utilities,White,0.125,1,1,5,1,ByBirth,480,0,1
521,1,20.42,7.5,1,1,Financials,White,1.5,1,1,1,0,ByBirth,160,234,1
522,0,30.0,5.29,1,1,Education,Other,2.25,1,1,5,1,ByBirth,99,500,1
523,1,22.83,3.0,1,1,CommunicationServices,White,1.29,1,1,1,0,ByBirth,260,800,1
524,0,22.5,8.5,1,1,Materials,White,1.75,1,1,10,0,ByBirth,80,990,0
525,0,28.58,1.665,1,1,Materials,White,2.415,1,0,0,1,ByBirth,440,0,0
526,1,45.17,1.5,1,1,Energy,White,2.5,1,0,0,1,ByBirth,140,0,0
527,1,41.58,1.75,1,1,Financials,White,0.21,1,0,0,0,ByBirth,160,0,0
528,0,57.08,0.335,1,1,ConsumerDiscretionary,Asian,1.0,1,0,0,1,ByBirth,252,2197,0
529,0,55.75,7.08,1,1,Financials,Black,6.75,1,1,3,1,ByBirth,100,50,0
530,1,43.25,25.21,1,1,Materials,Black,0.21,1,1,1,0,ByBirth,760,90,0
531,0,25.33,2.085,1,1,Energy,Black,2.75,1,0,0,1,ByBirth,360,1,0
532,0,24.58,0.67,1,1,ConsumerStaples,Black,1.75,1,0,0,0,ByBirth,400,0,0
533,1,43.17,2.25,1,1,ConsumerDiscretionary,Asian,0.75,1,0,0,0,ByBirth,560,0,0
534,1,40.92,0.835,1,1,Healthcare,Latino,0.0,1,0,0,0,ByBirth,130,1,0
535,1,31.83,2.5,1,1,ConsumerStaples,White,7.5,1,0,0,1,ByBirth,523,0,0
536,0,33.92,1.585,0,0,Healthcare,Latino,0.0,1,0,0,0,ByBirth,320,0,0
537,0,24.92,1.25,1,1,Healthcare,Latino,0.0,1,0,0,0,ByBirth,80,0,0
538,1,35.25,3.165,1,1,Utilities,Black,3.75,1,0,0,1,ByBirth,680,0,0
539,1,34.25,1.75,1,1,Industrials,Asian,0.25,1,0,0,1,ByBirth,163,0,0
540,1,80.25,5.5,1,1,Energy,White,0.54,1,0,0,0,ByBirth,0,340,0
541,1,19.42,1.5,0,0,InformationTechnology,White,2.0,1,0,0,1,ByBirth,100,20,0
542,1,42.75,3.0,1,1,ConsumerDiscretionary,Asian,1.0,1,0,0,0,ByBirth,0,200,0
543,1,19.67,10.0,0,0,Financials,Black,0.835,1,0,0,1,ByBirth,140,0,0
544,1,36.33,3.79,1,1,Industrials,White,1.165,1,0,0,1,ByBirth,200,0,0
545,1,30.08,1.04,0,0,ConsumerDiscretionary,Asian,0.5,1,1,10,1,ByBirth,132,28,0
546,1,44.25,11.0,0,0,Real Estate,White,1.5,1,0,0,0,ByOtherMeans,0,0,0
547,1,23.58,0.46,0,0,Industrials,White,2.625,1,1,6,1,ByBirth,208,347,0
548,1,23.92,1.5,1,1,Real Estate,Black,1.875,1,1,6,0,ByBirth,200,327,1
549,1,33.17,1.0,1,1,Utilities,White,0.75,1,1,7,1,ByBirth,340,4071,1
550,1,48.33,12.0,1,1,CommunicationServices,White,16.0,1,0,0,0,ByOtherMeans,110,0,1
551,1,76.75,22.29,1,1,Education,Other,12.75,1,1,1,1,ByBirth,0,109,1
552,1,51.33,10.0,1,1,ConsumerDiscretionary,Asian,0.0,1,1,11,0,ByBirth,0,1249,1
553,1,34.75,15.0,1,1,Transport,Other,5.375,1,1,9,1,ByBirth,0,134,1
554,1,38.58,3.335,1,1,Industrials,White,4.0,1,1,14,0,ByBirth,383,1344,1
555,0,22.42,11.25,0,0,Utilities,Black,0.75,1,1,4,0,ByBirth,0,321,1
556,1,41.92,0.42,1,1,Energy,Black,0.21,1,1,6,0,ByBirth,220,948,1
557,1,29.58,4.5,1,1,Industrials,White,7.5,1,1,2,1,ByBirth,330,0,1
558,0,32.17,1.46,1,1,Industrials,White,1.085,1,1,16,0,ByBirth,120,2079,1
559,1,51.42,0.04,1,1,Utilities,Black,0.04,1,0,0,0,ByBirth,0,3000,1
560,0,22.83,2.29,1,1,Materials,Black,2.29,1,1,7,1,ByBirth,140,2384,1
561,0,25.0,12.33,1,1,InformationTechnology,Black,3.5,1,1,6,0,ByBirth,400,458,1
562,1,26.75,1.125,1,1,Utilities,Black,1.25,1,0,0,0,ByBirth,0,5298,1
563,1,23.33,1.5,1,1,Energy,Black,1.415,1,0,0,0,ByBirth,422,200,1
564,1,24.42,12.335,1,1,Materials,Black,1.585,1,0,0,1,ByBirth,120,0,1
565,1,42.17,5.04,1,1,Materials,Black,12.75,1,0,0,1,ByBirth,92,0,1
566,0,20.83,3.0,1,1,ConsumerStaples,White,0.04,1,0,0,0,ByBirth,100,0,1
